Period	Date observed	Latitude	Longitude	Environment	Urban	Rural	Suburban	Village_small_town	Surface cover under tree	grass_tree	undergrowth_tree	bare_soil_tree	litter_tree	artificial_tree	Surface cover in open	Grass_open	undergrowth_open	bare_soil_open	litter_open	artificial_open	surface_tree_cover	Distance to artificial light source (m)	0-5_light	5-10_light	10-20_light	20+light	Standing	Alone	Species	Approx distance to coast (km)	Dist. from thermometer under tree to edge of canopy (m)	Dist. from thermometer in open either to edge of the canopy of nearest tree or to nearest building (m)	Percentage canopy cover	Canopy index	T max open	T min open	T max canopy	T min canopy	T max open - T max canopy	T min open- T min canopy	Tmax_open-Tmin_open	Tmax_canopy-Tmin_canopy	D = (Tmax open - T min open) - (T max canopy - T min canopy)	Canopy_index_2	Ruralfactor	20+lightfactor
2	11/8/2016	50.7394762	-1.6646202	village or small town	0	0	0	1	undergrowth	0	1	0	0	0	litter	0	0	0	1	0	undergrowth_litter	20+	0	0	0	1	with others	0	Quercus robur	0.5	3	6	51-60	55	11.5	-1.5	9.7	1	1.8	-2.5	13	8.7	4.3	3025	nrural	20+light
2	11/12/2016	51.8830015	1.1650166	village or small town	0	0	0	1	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	Quercus robur	2	1	10	21-30	25	10	5.3	9.7	5.8	0.3	-0.5	4.7	3.9	0.8	625	nrural	20+light
2	11/4/2016	51.7088499	-2.3350902	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	alone	1	other deciduous tree	8	8	8	71-80	75	26.6	-1.3	27.5	-1.6	-0.9	0.3	27.9	29.1	-1.2	5625	rural	20+light
2	11/9/2016	50.1476799	-5.0633246	urban	1	0	0	0	litter	0	0	0	1	0	undergrowth	0	1	0	0	0	litter_undergrowth	10-20	0	0	1	0	with others	0	other oak	0.2	2	20	11-20	15	17.4	6	15	0	2.4	6	11.4	15	-3.6	225	nrural	n20+light
2	11/4/2016	51.5365892	-0.9109245	village or small town	0	0	0	1	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	110	25	15	51-60	55	13	1.6	9	4.6	4	-3	11.4	4.4	7	3025	nrural	20+light
2	11/16/2016	53.230914	2.560845	urban	1	0	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus petraea	13	7	6	71-80	75	16.2	9.8	15.9	8.8	0.3	1	6.4	7.1	-0.7	5625	nrural	20+light
2	11/12/2016	-6.146048	106.854443	urban	1	0	0	0	artificial surface	0	0	0	0	1	artificial surface	0	0	0	0	1	artificial surface_artificial surface	0-5	1	0	0	0	with others	0	other oak	4	3	10	71-80	75	31.8	29.5	29.5	29.1	2.3	0.4	2.3	0.4	1.9	5625	nrural	n20+light
2	11/2/2016	51.2724368	-1.0443204	village or small town	0	0	0	1	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	80	3	3	61-70	65	13	-2.3	11	-0.3	2	-2	15.3	11.3	4	4225	nrural	20+light
2	11/17/2016	52.6120348	-1.3329848	rural	0	1	0	0	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	20+	0	0	0	1	with others	0	Quercus robur	110	2.2	8	51-60	55	17.6	3.3	15	3.9	2.6	-0.6	14.3	11.1	3.2	3025	rural	20+light
2	11/11/2016	50.17035	-5.122006	suburban	0	0	1	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	alone	1	Quercus robur	1.5	4	4	41-50	45	18.7	-0.3	13.9	4.5	4.8	-4.8	19	9.4	9.6	2025	nrural	20+light
2	11/9/2016	56.27	-3.01	suburban	0	0	1	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	1	4.3	5	71-80	75	10.4	1.9	10.6	2	-0.2	-0.1	8.5	8.6	-0.1	5625	nrural	20+light
2	11/11/2016	51.508688	-0.311363	urban	1	0	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	other oak	65	6	10	21-30	25	10.4	4.9	14.6	6.2	-4.2	-1.3	5.5	8.4	-2.9	625	nrural	20+light
2	11/11/2016	55.8423725	-4.3582252	rural	0	1	0	0	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	20+	0	0	0	1	with others	0	Quercus robur	33.5	2	10.2	41-50	45	6.4	4.1	7.5	6.7	-1.1	-2.6	2.3	0.8	1.5	2025	rural	20+light
2	10/20/2016	49.1248473	13.7910931	village or small town	0	0	0	1	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus petraea	378	7	10	91-100	95	18	6.4	22	8	-4	-1.6	11.6	14	-2.4	9025	nrural	20+light
2	10/29/2016	56.718629	-2.458143	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	0-5	1	0	0	0	alone	1	other deciduous tree	0.86	2	10.4	51-60	55	15.5	8.2	18	5.1	-2.5	3.1	7.3	12.9	-5.6	3025	nrural	n20+light
2	11/13/2016	47.404091	8.5449938	suburban	0	0	1	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	5-10	0	1	0	0	with others	0	Quercus robur	340	2	10	71-80	75	14.7	-2.2	9	-1	5.7	-1.2	16.9	10	6.9	5625	nrural	n20+light
2	11/17/2016	50.796197	-1.711971	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	6.5	7	15	41-50	45	14.9	-0.3	14.5	5	0.4	-5.3	15.2	9.5	5.7	2025	rural	20+light
2	11/1/2016	-23.55928	-46.65326	urban	1	0	0	0	bare soil	0	0	1	0	0	grass	1	0	0	0	0	bare soil_grass	5-10	0	1	0	0	with others	0	other plant	53	3	7	21-30	25	33.6	18	37	16.4	-3.4	1.6	15.6	20.6	-5	625	nrural	n20+light
2	11/15/2016	50.2431299	-5.2597026	rural	0	1	0	0	undergrowth	0	1	0	0	0	undergrowth	0	1	0	0	0	undergrowth_undergrowth	20+	0	0	0	1	with others	0	Quercus robur	4	3	1	31-40	35	14.7	14.7	20.7	10	-6	4.7	0	10.7	-10.7	1225	rural	20+light
2	11/12/2016	51.3474565	-0.044716	urban	1	0	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	5-10	0	1	0	0	with others	0	other oak	60	1	25	51-60	55	8.5	1	7.9	5	0.6	-4	7.5	2.9	4.6	3025	nrural	n20+light
2	11/12/2016	53.56671	-0.1436012	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	other deciduous tree	4	1.3	5	11-20	15	9.3	0	7.6	0	1.7	0	9.3	7.6	1.7	225	rural	20+light
2	11/4/2016	52.550825	0.0449442	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	50	4.5	8	11-20	15	11.3	1.2	11.2	2.2	0.1	-1	10.1	9	1.1	225	rural	20+light
2	11/1/2016	52.7461025	-3.9583777	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus petraea	1	4.6	31	71-80	75	13	6.6	13.3	9	-0.3	-2.4	6.4	4.3	2.1	5625	rural	20+light
2	11/11/2016	52.6306958	-2.4880088	village or small town	0	0	0	1	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	10-20	0	0	1	0	with others	0	Quercus robur	78	6	1	31-40	35	12.6	1.2	11.8	5.1	0.8	-3.9	11.4	6.7	4.7	1225	nrural	n20+light
2	10/27/2016	51.576282	-0.142307	urban	1	0	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	80	10	20	51-60	55	16	12	14	14	2	-2	4	0	4	3025	nrural	20+light
2	11/1/2016	56.677455	-2.736881	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus petraea	15	8	10	51-60	55	6.7	4	6.6	5	0.1	-1	2.7	1.6	1.1	3025	rural	20+light
2	11/8/2016	53.3969079	-1.4625821	urban	1	0	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	130	3.3	2.5	61-70	65	11.1	1.3	6.3	2.4	4.8	-1.1	9.8	3.9	5.9	4225	nrural	20+light
2	11/9/2016	51.5206583	-0.56838833	suburban	0	0	1	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	80	12	12	41-50	45	8.2	4.7	12.6	3.4	-4.4	1.3	3.5	9.2	-5.7	2025	nrural	20+light
2	11/6/2016	54.4858303	-0.9795259	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	alone	1	Quercus robur	17	2.85	10	61-70	65	5.9	0.7	11.7	0.9	-5.8	-0.2	5.2	10.8	-5.6	4225	rural	20+light
2	11/11/2016	50.1576481	-5.2317555	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	other deciduous tree	10	3.2	8.5	21-30	25	12.4	3.7	17.3	3.7	-4.9	0	8.7	13.6	-4.9	625	rural	20+light
2	11/18/2016	51.3437	-1.1103	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus petraea	58	3	11	51-60	55	11.2	-0.4	9.6	3	1.6	-3.4	11.6	6.6	5	3025	rural	20+light
2	11/5/2016	53.39735	-2.6698	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	5-10	0	1	0	0	alone	1	Quercus robur	23	4	10	41-50	45	7.3	5.5	7.2	5.6	0.1	-0.1	1.8	1.6	0.2	2025	nrural	n20+light
2	11/12/2016	53.685597	-2.515236	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	33	5	10	61-70	65	10.5	2.7	10.2	3.8	0.3	-1.1	7.8	6.4	1.4	4225	rural	20+light
2	11/13/2016	52.3145	1.12696	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	36	8	10	61-70	65	13.1	4	10	4.8	3.1	-0.8	9.1	5.2	3.9	4225	rural	20+light
2	11/11/2016	52.5760715	-1.8554814	suburban	0	0	1	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	150	2	1	21-30	25	14	2.1	13.6	4.8	0.4	-2.7	11.9	8.8	3.1	625	nrural	20+light
2	11/6/2016	55.790466	-4.612241	rural	0	1	0	0	litter	0	0	0	1	0	undergrowth	0	1	0	0	0	litter_undergrowth	20+	0	0	0	1	with others	0	Quercus petraea	16.4	3	3	21-30	25	12	-0.1	10.6	1.8	1.4	-1.9	12.1	8.8	3.3	625	rural	20+light
2	11/4/2016	52.14	0.59	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	107	6	40	61-70	65	14.1	1	12.8	5.7	1.3	-4.7	13.1	7.1	6	4225	rural	20+light
2	10/30/2016	50.446965	-0.393814	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	15.7	6	8	41-50	45	14.6	-2.6	12	-0.4	2.6	-2.2	17.2	12.4	4.8	2025	rural	20+light
2	11/8/2016	0.04	51.19	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	33	1.5	18	91-100	95	10.3	0.4	7.7	3.5	2.6	-3.1	9.9	4.2	5.7	9025	nrural	20+light
2	11/9/2016	56.0194005	-4.7572299	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	2	1.5	5	51-60	55	3.1	-1.5	4.4	0	-1.3	-1.5	4.6	4.4	0.2	3025	rural	20+light
2	11/14/2016	51.66948	-10.02665	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	other deciduous tree	0.7	3	15	21-30	25	11.7	11	13.8	11.9	-2.1	-0.9	0.7	1.9	-1.2	625	rural	20+light
2	11/6/2016	52.205683	-2.1709152	urban	1	0	0	0	bare soil	0	0	1	0	0	grass	1	0	0	0	0	bare soil_grass	0-5	1	0	0	0	with others	0	Quercus robur	109	9	5	51-60	55	11.4	-2	9.4	-0.6	2	-1.4	13.4	10	3.4	3025	nrural	n20+light
2	11/2/2016	51.52832	-0.1507404	urban	1	0	0	0	bare soil	0	0	1	0	0	grass	1	0	0	0	0	bare soil_grass	10-20	0	0	1	0	alone	1	Quercus robur	94	5	21	81-90	85	16.8	1	16.5	3	0.3	-2	15.8	13.5	2.3	7225	nrural	n20+light
2	11/4/2016	50.7907403	-2.9873056	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	0-5	1	0	0	0	with others	0	other deciduous tree	8.5	1.5	3.75	41-50	45	18.5	3	18.3	6.2	0.2	-3.2	15.5	12.1	3.4	2025	rural	n20+light
2	11/6/2016	51.0609484	-1.3178224	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	10-20	0	0	1	0	with others	0	Quercus robur	24	2	5	81-90	85	7.9	0.6	6.4	1.7	1.5	-1.1	7.3	4.7	2.6	7225	nrural	n20+light
2	11/10/2016	57.6533762	-7.3255095	rural	0	1	0	0	bare soil	0	0	1	0	0	grass	1	0	0	0	0	bare soil_grass	20+	0	0	0	1	with others	0	other deciduous tree	0.5	1	50	11-20	15	13	-2	9.6	4.7	3.4	-6.7	15	4.9	10.1	225	rural	20+light
2	10/30/2016	53.5330397	-2.308126	rural	0	1	0	0	undergrowth	0	1	0	0	0	bare soil	0	0	1	0	0	undergrowth_bare soil	20+	0	0	0	1	alone	1	Quercus petraea	75	1	1	71-80	75	13.2	10.6	8	6.4	5.2	4.2	2.6	1.6	1	5625	rural	20+light
2	11/12/2016	53.3852794	-2.9241169	urban	1	0	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	10-20	0	0	1	0	with others	0	other oak	4	3	3	61-70	65	12	6	14	7	-2	-1	6	7	-1	4225	nrural	n20+light
2	11/17/2016	51.5171506	0.6199734	urban	1	0	0	0	bare soil	0	0	1	0	0	grass	1	0	0	0	0	bare soil_grass	20+	0	0	0	1	with others	0	Quercus robur	0.5	4	6	31-40	35	12.2	8.6	16.4	12.8	-4.2	-4.2	3.6	3.6	0	1225	nrural	20+light
2	11/11/2016	50.7728744	-1.8188909	rural	0	1	0	0	undergrowth	0	1	0	0	0	undergrowth	0	1	0	0	0	undergrowth_undergrowth	20+	0	0	0	1	with others	0	Quercus robur	6	20	5	71-80	75	11.2	4.3	11.4	5.7	-0.2	-1.4	6.9	5.7	1.2	5625	rural	20+light
2	11/8/2016	53.638655	-1.8549	village or small town	0	0	0	1	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	other deciduous tree	86	4	30	11-20	15	6.2	0.7	6	1	0.2	-0.3	5.5	5	0.5	225	nrural	20+light
2	11/10/2016	51.130621	-3.352578	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus petraea	7	7	8	51-60	55	12.6	0.3	14.9	5.9	-2.3	-5.6	12.3	9	3.3	3025	rural	20+light
2	10/15/2016	50.7281489	-1.1538772	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	other deciduous tree	0.5	4	3	81-90	85	16.3	16.2	16.2	16	0.1	0.2	0.1	0.2	-0.1	7225	rural	20+light
2	11/17/2016	52.2792498	0.4917488	village or small town	0	0	0	1	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	10-20	0	0	1	0	with others	0	other deciduous tree	95	5	9	31-40	35	15.3	3.1	15.7	3	-0.4	0.1	12.2	12.7	-0.5	1225	nrural	n20+light
2	11/10/2016	52.593302	-1.689751	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	135	10	30	51-60	55	10.3	-1	10	1.5	0.3	-2.5	11.3	8.5	2.8	3025	rural	20+light
2	11/15/2016	50.9288636	0.5371133	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	8	10	25	41-50	45	14	10	13.6	9.4	0.4	0.6	4	4.2	-0.2	2025	rural	20+light
2	10/30/2016	52.0015392	1.0552442	village or small town	0	0	0	1	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	Quercus robur	17.5	6.5	11.9	81-90	85	14.2	4	13.4	6.2	0.8	-2.2	10.2	7.2	3	7225	nrural	20+light
2	11/14/2016	50.854167	-0.154167	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus petraea	3.81	5	22	41-50	45	14	1.6	14.6	4.1	-0.6	-2.5	12.4	10.5	1.9	2025	nrural	20+light
2	11/8/2016	51.4483	-2.6422	village or small town	0	0	0	1	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	Quercus robur	11.3	2.8	21	61-70	65	15.2	1	15.6	5.7	-0.4	-4.7	14.2	9.9	4.3	4225	nrural	20+light
2	11/18/2016	51.7419865	-2.20396	village or small town	0	0	0	1	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	other deciduous tree	30	7	25	51-60	55	8.4	4	7.4	5	1	-1	4.4	2.4	2	3025	nrural	20+light
2	11/12/2016	52.86987554	1.41886242	rural	0	1	0	0	grass	1	0	0	0	0	bare soil	0	0	1	0	0	grass_bare soil	20+	0	0	0	1	with others	0	Quercus robur	1.63	5	20	71-80	75	11.1	5.2	11.9	6.1	-0.8	-0.9	5.9	5.8	0.1	5625	rural	20+light
2	10/30/2016	50.91396875	0.03815711	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	alone	1	Quercus robur	26	7	10	61-70	65	22.1	2.8	18.2	7.7	3.9	-4.9	19.3	10.5	8.8	4225	rural	20+light
2	11/12/2016	51.3981772	0.0026014	suburban	0	0	1	0	litter	0	0	0	1	0	bare soil	0	0	1	0	0	litter_bare soil	10-20	0	0	1	0	alone	1	Quercus robur	140	4	9	81-90	85	9.6	-4.3	10	-3.5	-0.4	-0.8	13.9	13.5	0.4	7225	nrural	n20+light
